实例ID,内部回复数,内部转发数,内部点赞数,内部互动总数,跨实例主动回复数,跨实例主动转发数,跨实例主动点赞数,跨实例主动互动总数,跨实例被动回复数,跨实例被动转发数,跨实例被动点赞数,跨实例被动互动总数,跨实例总互动数
HoFra.rocks,0,0,0,0,0,14,30,44,0,0,0,0,44
thetransagenda.gay,0,0,0,0,0,13,71,84,1,0,0,1,85
social.xcetera.biz,0,3,0,3,0,0,0,0,0,2,0,2,2
fediverse.zachleat.com,0,0,0,0,0,12,17,29,0,82,135,217,246
eveningzoo.club,20,0,2,22,242,32,21,295,56,31,158,245,540
noctua.social,0,0,0,0,0,6,0,6,0,0,0,0,6
gotosocial.minus1.com,0,0,0,0,0,1,10,11,0,0,0,0,11
thx.gg,0,0,0,0,0,4,12,16,0,0,0,0,16
d.kg-misskey.net,0,0,0,0,0,0,3,3,0,0,0,0,3
nuernberg.social,0,0,0,0,0,4,7,11,0,0,0,0,11
chromium.social,0,0,0,0,0,0,0,0,0,0,1,1,1
majak.de,0,0,0,0,0,0,0,0,0,4,3,7,7
social.qutic.com,0,0,0,0,0,0,2,2,0,0,0,0,2
social.chatty.monster,0,0,0,0,0,56,236,292,2,0,0,2,294
mastodon.mariustimmer.de,0,0,0,0,0,0,3,3,0,0,0,0,3
ganesha.social,0,0,0,0,0,0,0,0,0,3,9,12,12
journa.host,21,5,5,31,0,140,138,278,18,693,700,1411,1689
mastodon.chriswiegman.com,0,0,0,0,0,6,87,93,0,0,5,5,98
soc.jrconlin.com,0,0,0,0,0,70,10,80,0,0,3,3,83
social.yesterweb.org,0,0,0,0,0,21,115,136,0,0,0,0,136
mastodon.kurau.tokyo,1,0,0,1,0,0,26,26,0,0,3,3,29
1132don.com,0,0,0,0,0,2,1,3,0,0,0,0,3
wiki.style,0,0,0,0,0,5,31,36,0,0,2,2,38
mstdn.beer,0,0,0,0,0,60,383,443,0,0,0,0,443
lajna.si,0,0,0,0,0,0,4,4,0,0,0,0,4
fed.sakuyo.net,0,0,0,0,0,5,15,20,0,0,0,0,20
abdl.link,0,1,12,13,0,15,68,83,0,0,9,9,92
klacker.org,0,0,0,0,0,1,1,2,0,0,0,0,2
bangdream.tokyo,0,0,0,0,0,0,0,0,0,2,3,5,5
spacey.space,6,0,1,7,0,304,500,804,1,4,3,8,812
m.tzyl.eu,0,0,0,0,0,9,16,25,0,0,0,0,25
pleroma.0x68756773.moe,0,0,0,0,0,1,1,2,0,0,0,0,2
mastodon.scollectif.fr,0,19,11,30,0,4,22,26,0,0,3,3,29
goblackcat.social,0,0,0,0,0,0,2,2,0,0,0,0,2
mastodon.ouvaton.coop,0,0,0,0,0,6,3,9,0,0,0,0,9
hobbs-end.uk,0,0,0,0,0,2,5,7,0,0,2,2,9
pixl.fi,0,0,0,0,0,0,1,1,0,0,0,0,1
whoseknowledge.social,0,0,0,0,0,0,0,0,0,1,1,2,2
mastodon.trueten.de,0,1,0,1,0,32,21,53,0,21,23,44,97
fr.nixre.net,0,0,0,0,0,2,0,2,0,0,0,0,2
social.yukinobu.jp,2,0,0,2,0,0,0,0,0,0,0,0,0
hex.st,0,0,0,0,0,8,8,16,0,1,0,1,17
romeros.link,0,0,0,0,0,2,1,3,0,2,3,5,8
blob.coffee,0,0,0,0,0,1,1,2,0,0,0,0,2
fedi.fifo-f.eu,0,0,0,0,0,1,7,8,0,0,0,0,8
genderheretics.xyz,0,0,0,0,0,1,3,4,2,0,0,2,6
bassam.social,9,2,7,18,0,19,42,61,0,0,0,0,61
mastodon.bachgau.social,0,0,0,0,0,3,5,8,0,0,1,1,9
social.critter.ink,0,0,0,0,0,1,0,1,0,0,0,0,1
marctodon.marci.one,0,0,0,0,0,22,4,26,0,0,0,0,26
umaikebab.xyz,0,0,0,0,0,2,42,44,0,0,0,0,44
m.sv209.com,0,0,0,0,0,0,5,5,0,0,0,0,5
undefined.social,0,0,0,0,0,0,51,51,0,0,0,0,51
pony.social,1,0,2,3,0,57,250,307,0,1,5,6,313
petlover.eu.org,0,0,0,0,0,4,6,10,0,3,3,6,16
r2.do,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.ameo.dev,1,0,0,1,0,0,2,2,0,0,2,2,4
mastodon.cc,0,1,0,1,0,129,192,321,1,10,9,20,341
phalanstere.social,0,0,0,0,0,0,0,0,0,11,9,20,20
gulp.cafe,0,3,6,9,0,71,128,199,0,3,8,11,210
social.artemislena.eu,0,0,0,0,0,4,10,14,0,0,0,0,14
flipboard.com,0,0,0,0,0,0,0,0,43,0,0,43,43
social.anthro.fun,0,0,0,0,0,0,1,1,0,0,0,0,1
gts.cupcakerob.nl,0,0,0,0,0,6,12,18,0,0,0,0,18
nyx.lancetia.day,0,0,0,0,0,6,10,16,0,0,0,0,16
awoo.fai.st,1,2,1,4,1,17,2,20,0,1,3,4,24
mas.ivy.law,0,0,0,0,0,1,0,1,0,0,0,0,1
fedi.katze.sh,0,0,0,0,0,0,1,1,0,0,0,0,1
coffeebean.social,0,0,0,0,0,2,24,26,0,0,0,0,26
cozy-space.blue,0,0,0,0,0,0,5,5,0,0,0,0,5
mastodon.totmin.ru,1,0,0,1,0,0,2,2,0,2,1,3,5
lighttheunicorn.horse,0,0,1,1,0,1,39,40,0,0,2,2,42
barca.dix.asia,0,0,11,11,0,1,1,2,0,1,2,3,5
f.jymuoyu.com,0,0,0,0,0,2,4,6,0,0,0,0,6
biplus.date,0,0,0,0,0,51,220,271,0,0,0,0,271
news.hostdon.ne.jp,157,0,0,157,0,0,0,0,0,3,0,3,3
social.ffmuc.net,0,0,0,0,0,2,1,3,0,1,2,3,6
mu-ori.me,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.jnjserver.com.es,0,0,0,0,0,0,1,1,0,0,0,0,1
deepspace.social,0,0,0,0,0,2,198,200,0,1,17,18,218
greennet.social,0,0,0,0,0,10,12,22,0,0,0,0,22
mazanec.social,0,0,0,0,0,1,7,8,0,0,0,0,8
securitycafe.ca,0,0,0,0,0,10,26,36,1,10,25,36,72
thecannaclub.social,0,0,0,0,0,1,0,1,0,4,2,6,7
medievalist.masto.host,0,0,0,0,0,15,27,42,0,0,0,0,42
mst.canor.kr,0,0,0,0,0,0,2,2,0,0,0,0,2
kzoo.to,0,3,3,6,0,83,131,214,0,0,4,4,218
relay.fedi.buzz,0,0,0,0,0,3512,0,3512,0,0,0,0,3512
onpartage.autroisieme.top,0,1,0,1,0,0,0,0,0,2,0,2,2
calc.aloneroid.one,0,0,0,0,0,10,0,10,0,0,0,0,10
social.dnitza.com,0,0,0,0,0,0,1,1,0,0,0,0,1
social.yob.id.au,0,0,0,0,0,0,8,8,0,0,0,0,8
antisocial.lamadriguera.cloud,0,0,0,0,0,1,8,9,0,0,0,0,9
ish.charcolle.art,0,0,0,0,0,0,31,31,0,0,0,0,31
kameuo.turtton.net,1,0,0,1,0,0,0,0,0,0,0,0,0
aircrew.rocks,0,0,3,3,0,0,2,2,0,1,9,10,12
twipped.social,0,0,0,0,0,11,31,42,1,4,9,14,56
tutter.org,0,0,0,0,0,1,1,2,0,0,0,0,2
opinuendo.com,0,1,0,1,0,10,10,20,0,0,1,1,21
poliverso.org,0,4,4,8,5,319,104,428,0,48,40,88,516
social.mobile-adenum.fr,1,0,0,1,0,0,0,0,0,2,1,3,3
wizzzard.online,0,0,0,0,0,47,94,141,0,0,0,0,141
mi.7shiro.com,0,0,0,0,0,1,0,1,0,0,0,0,1
x0r.be,2,1,0,3,0,3,78,81,0,12,30,42,123
NerdJoy.social,0,0,0,0,0,69,127,196,3,0,0,3,199
social.krisdoc.net,0,0,0,0,0,16,7,23,0,0,0,0,23
PS-SW145SD.hostdon.ne.jp,0,0,0,0,0,2,21,23,0,0,0,0,23
social.datalabour.com,0,0,0,0,0,0,6,6,0,0,0,0,6
hope-pf27.moe,0,0,0,0,0,0,4,4,0,0,0,0,4
fed.sbcloud.cc,0,0,0,0,0,0,0,0,1,0,0,1,1
mastodon.adtension.com,0,0,0,0,0,1,0,1,0,0,0,0,1
barrowof.gay,0,0,0,0,0,13,17,30,0,0,0,0,30
social.semiotic.systems,0,0,0,0,0,0,0,0,0,1,3,4,4
mastodon.is-a.horse,0,0,0,0,0,7,13,20,0,1,5,6,26
mastodon.tetaneutral.net,1,1,0,2,0,134,105,239,0,9,2,11,250
mastodon.sujets-libres.fr,0,0,0,0,0,6,8,14,0,0,0,0,14
mastouille.fr,3,0,6,9,0,401,542,943,0,11,21,32,975
mstdn.party,0,2,3,5,0,2596,3201,5797,10,25,47,82,5879
comam.es,0,0,0,0,0,1,0,1,0,0,0,0,1
groupe-tazor.com,0,0,0,0,0,1,1,2,2,0,0,2,4
nomada.tiliches.net,0,0,0,0,0,1,3,4,0,0,0,0,4
thedreaming.city,0,0,0,0,0,2,4,6,0,0,0,0,6
tootr.co,2,0,11,13,0,8,111,119,0,0,11,11,130
shortstacksran.ch,6,0,0,6,69,3,13,85,7,8,64,79,164
guitar.rodeo,0,0,0,0,0,14,26,40,0,0,0,0,40
tuffidon.de,1,0,0,1,0,2,13,15,0,0,1,1,16
jcx.nu,0,0,0,0,0,2,13,15,0,0,0,0,15
smnn.ch,0,0,0,0,0,8,1,9,0,15,21,36,45
lovelive-misskey.t1nyb0x.cloud,0,0,0,0,0,17,28,45,0,0,0,0,45
mastodon.360.cymru,0,0,0,0,0,0,0,0,0,1,0,1,1
queer.group,0,0,0,0,0,104,712,816,1,0,0,1,817
mstdn.degu.cl,0,0,0,0,0,7,62,69,0,0,0,0,69
sunspot.garden,0,0,0,0,0,1,5,6,0,0,0,0,6
truthsocial.co.in,0,0,0,0,0,10,0,10,0,0,0,0,10
f.kawa-kun.com,1,1,0,2,1,6,14,21,0,2,11,13,34
social.coukaratcha.fr,0,0,0,0,0,0,3,3,0,0,1,1,4
wisteria.cafe,1,0,0,1,1,0,1,2,0,0,0,0,2
social.undeadnetwork.de,0,0,0,0,0,0,1,1,0,0,0,0,1
friendica.hagew.blog,0,0,0,0,0,0,16,16,0,0,0,0,16
borahae.love,2,0,0,2,0,4,4,8,0,0,9,9,17
pixtagram.social,0,0,0,0,0,0,47,47,0,0,0,0,47
refi64.social,0,0,0,0,0,16,0,16,0,1,1,2,18
cunny.beauty,0,0,0,0,0,121,115,236,0,0,0,0,236
mstdn.kevinthetechguy.ca,1,0,0,1,0,5,16,21,1,0,0,1,22
mystech.ink,1,0,0,1,0,0,1,1,0,1,8,9,10
buc.ci,0,0,0,0,0,1,8,9,0,0,0,0,9
mastodon.rip,0,0,0,0,0,0,0,0,0,22,4,26,26
problemes.eu.org,0,0,0,0,0,0,33,33,0,0,0,0,33
qoto.org,1,0,0,1,0,498,626,1124,4,2,2,8,1132
mstdn.mimikun.jp,0,0,0,0,0,3,0,3,0,0,0,0,3
ak.lavenderfield.xyz,0,0,0,0,1,0,6,7,0,0,4,4,11
dog-pound.de,0,2,4,6,0,0,47,47,0,2,8,10,57
bihar.social,0,0,0,0,0,0,0,0,0,0,2,2,2
microblog.lunai.re,0,0,0,0,0,21,0,21,0,0,0,0,21
skyjake.fi,0,0,0,0,0,1,1,2,0,0,0,0,2
bitbang.social,2,3,14,19,0,228,1174,1402,5,78,322,405,1807
social.gugod.fr,0,0,0,0,0,2,3,5,0,0,0,0,5
misskey.social,0,0,0,0,0,40,16,56,0,0,0,0,56
thingy.social,0,0,0,0,0,9,77,86,4,0,0,4,90
social.routing.rocks,0,0,0,0,0,1,3,4,0,0,0,0,4
pandas.social,0,0,0,0,0,39,53,92,0,0,0,0,92
bookwyrm.social,0,0,0,0,0,32,4,36,0,0,0,0,36
edumasto.org,0,0,0,0,0,1,0,1,0,0,0,0,1
taverne-zum-wanderer.de,0,0,0,0,0,0,0,0,0,0,1,1,1
lilypad.frogge.cafe,0,0,0,0,0,0,0,0,1,0,0,1,1
samschmitt.social,0,0,0,0,0,0,2,2,0,0,0,0,2
witchy.ink,0,0,0,0,0,0,1,1,0,0,0,0,1
bla.daanberg.net,0,0,0,0,0,4,9,13,0,0,0,0,13
sns.ourt-ai.work,0,0,0,0,0,0,2,2,0,0,0,0,2
hubzil.la,0,0,0,0,0,0,4,4,0,0,0,0,4
veoh.social,1,0,0,1,0,9,22,31,0,0,0,0,31
pixel.kitchen,1,0,0,1,0,0,1,1,0,7,40,47,48
the.goofs.space,0,0,0,0,0,0,1,1,0,0,0,0,1
sci.kiwi,0,0,0,0,0,0,2,2,0,2,1,3,5
moessingen.social,0,0,0,0,0,16,37,53,0,0,1,1,54
toot-toot.wyrihaxim.us,1,0,0,1,0,0,6,6,0,1,2,3,9
mi.kochudaho.me,0,0,0,0,0,1,1,2,0,0,0,0,2
hessen.social,14,29,110,153,0,2281,4350,6631,6,429,1176,1611,8242
social.datasolace.com,0,0,0,0,0,1,0,1,0,0,1,1,2
gursoy.social,0,0,0,0,0,4,7,11,0,0,1,1,12
meshed.cloud,0,1,0,1,0,4,3,7,0,17,12,29,36
social.jifish.co.uk,0,0,0,0,0,0,1,1,0,0,0,0,1
social.stlouist.com,0,0,0,0,0,2,8,10,0,0,0,0,10
mastodon.ir0k.de,0,0,0,0,0,0,2,2,0,1,0,1,3
mastodon.olpm.eu,0,0,0,0,0,1,0,1,0,1,3,4,5
ton-ton.link,0,0,0,0,0,0,3,3,0,0,0,0,3
compostintraining.club,0,0,0,0,0,19,51,70,0,0,0,0,70
fractalego.social,0,0,0,0,0,22,56,78,0,0,0,0,78
hacky.town,0,0,0,0,0,1,49,50,0,0,0,0,50
mastodon.lo0.uk,0,0,0,0,0,1,2,3,0,0,3,3,6
social.octet-stream.net,0,0,0,0,0,3,1,4,0,2,2,4,8
podhubie.vsieti.sk,0,0,0,0,0,0,1,1,0,0,0,0,1
friendica.chilemasto.casa,0,0,0,0,0,37,61,98,1,0,0,1,99
provably.online,0,0,0,0,0,26,117,143,0,0,0,0,143
mstdn.mini4wd-engineer.com,0,0,3,3,0,1,1,2,0,2,2,4,6
laterracita.online,0,0,0,0,0,73,211,284,0,0,0,0,284
social.rocketeer.be,0,0,0,0,0,0,2,2,0,0,0,0,2
social.etc-services.de,0,0,0,0,0,0,2,2,0,0,0,0,2
otter.tube,0,0,0,0,0,0,1,1,0,0,0,0,1
roark.voluminum.net,0,0,0,0,0,6,16,22,0,0,0,0,22
draggar.cat,0,0,0,0,0,9,13,22,0,0,0,0,22
diasp.eu,0,0,0,0,0,0,6,6,0,0,0,0,6
bxe.io,0,0,0,0,0,1,19,20,0,0,0,0,20
fediverse.one,0,0,0,0,0,0,0,0,0,1,3,4,4
moeanime.io,0,0,0,0,0,0,2,2,0,0,0,0,2
rhizospherelabs.com,0,0,0,0,0,8,7,15,0,0,0,0,15
mastodon.art,471,1387,4159,6017,0,2743,11993,14736,4,11722,29137,40863,55599
mi.okin-jp.net,0,0,0,0,0,4,5,9,0,0,0,0,9
shredderfood.com,0,0,0,0,0,50,53,103,1,0,0,1,104
anarchydica.net,0,0,0,0,0,0,9,9,0,0,0,0,9
uchu-teien.com,0,0,0,0,0,1,0,1,0,0,0,0,1
mdn.wire48.net,0,0,0,0,0,0,2,2,0,0,0,0,2
realsociedad.collabfc.com,0,0,0,0,0,0,0,0,0,1,0,1,1
fedi.vale.rocks,0,0,0,0,1,0,20,21,0,0,0,0,21
misskey.hakutaku.org,0,0,0,0,0,2,11,13,0,0,0,0,13
luther.social,0,0,0,0,0,0,1,1,0,0,0,0,1
onlycasino.legal,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodonapp.uk,263,277,578,1118,0,3465,5794,9259,8,4464,10217,14689,23948
allamaraine.io,2,0,0,2,0,0,5,5,0,0,3,3,8
weirder.earth,0,0,0,0,0,188,727,915,1,0,0,1,916
mi.ikkaku.me,0,0,0,0,0,2,0,2,0,0,0,0,2
social.ncoinfo.be,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.luanti.ru,0,0,0,0,0,0,0,0,0,3,1,4,4
fedired.com,0,0,0,0,0,1,1,2,0,0,0,0,2
social.lily.flowers,0,0,0,0,0,0,1,1,0,0,0,0,1
fedi.arkadi.one,0,0,0,0,0,22,97,119,0,0,0,0,119
social.stilic.net,0,0,0,0,0,0,5,5,0,0,0,0,5
mk.cpluspatch.com,0,0,0,0,0,2,1,3,8,0,0,8,11
troet.cafe,551,3808,24057,28416,0,12367,31540,43907,31,13144,40847,54022,97929
social.nerdzoom.media,0,1,1,2,0,4,9,13,0,2,15,17,30
social.illegalpornography.com,0,0,0,0,0,0,22,22,0,0,0,0,22
otoya.space,0,0,9,9,0,3,3,6,0,0,0,0,6
samstodon.net,0,0,0,0,0,0,2,2,0,0,0,0,2
nightly.fedibird.com,0,0,0,0,0,1,20,21,0,0,0,0,21
social.fz-juelich.de,0,0,0,0,0,0,6,6,0,5,3,8,14
kes.praze.net,0,0,0,0,0,16,8,24,0,0,0,0,24
social.spiezmaestro.ch,0,0,0,0,0,7,11,18,0,5,8,13,31
social.ayco.io,0,0,0,0,0,15,18,33,0,0,0,0,33
mstdn-huahin.com,0,0,0,0,0,0,2,2,0,45,80,125,127
ssda.me,0,0,0,0,0,0,2,2,0,0,0,0,2
kazv.moe,1,0,3,4,0,25,81,106,0,0,3,3,109
sns.minovsky.space,0,0,0,0,0,10,5,15,0,1,3,4,19
pastwind.top,0,0,0,0,0,4,5,9,0,0,0,0,9
gaygeek.social,1,1,55,57,0,101,386,487,0,292,703,995,1482
social.spejset.org,1,2,5,8,0,159,368,527,1,7,5,13,540
mk.igwigg.space,0,0,0,0,0,3,3,6,0,0,0,0,6
mastodon.kylemacquarrie.co.uk,0,0,0,0,0,0,4,4,0,0,0,0,4
veenus.art,0,0,0,0,0,0,1,1,0,0,0,0,1
auroraplanet.blue,0,0,0,0,0,6,4,10,0,0,0,0,10
kiwi.fuo.fi,0,0,0,0,0,0,1,1,0,0,0,0,1
hackaday.social,0,0,0,0,0,3,1,4,0,0,0,0,4
pleroma.niuez.net,0,0,1,1,0,0,0,0,0,0,0,0,0
mycrowd.ca,0,0,0,0,0,10,21,31,1,0,0,1,32
mastodon.bv.linksjugend-solid.de,0,0,0,0,0,8,49,57,0,0,0,0,57
fedimon.uk,0,0,0,0,0,23,34,57,0,0,0,0,57
fedi.shorks.gay,0,0,0,0,0,4,29,33,0,0,0,0,33
social.raise-uav.com,0,0,0,0,0,5,33,38,0,0,0,0,38
icy.maxy.top,0,0,0,0,0,28,2,30,0,0,0,0,30
dcentralisedmedia.com,0,0,0,0,0,8,0,8,0,1,0,1,9
mastodon.nervesocket.com,0,0,0,0,0,0,17,17,0,0,0,0,17
mastodon.spotek.io,0,0,0,0,0,6,17,23,0,0,1,1,24
social.openhood.ru,0,0,0,0,0,0,0,0,0,1,0,1,1
social.brainsys.com,0,0,0,0,0,0,1,1,0,0,0,0,1
mi.jeck.site,0,0,0,0,0,0,2,2,0,0,0,0,2
mastodon.sandwich.net,1,0,0,1,0,279,465,744,1,35,21,57,801
orchard.social,0,0,0,0,0,4,6,10,0,0,0,0,10
toot.virtualwolf.org,0,0,0,0,0,4,10,14,0,0,0,0,14
mamutovo.cz,0,0,4,4,0,5,233,238,1,5,17,23,261
ubuntu.social,0,0,0,0,0,4,5,9,0,6,5,11,20
social.brothertec.eu,0,0,0,0,0,1,1,2,0,0,0,0,2
tchafia.be,0,2,0,2,0,76,41,117,0,1,0,1,118
social.sargasso.nl,0,0,0,0,0,6,3,9,0,1,0,1,10
runty.social,0,0,0,0,0,1,0,1,0,0,0,0,1
mastodon.scot,116,1162,1436,2714,0,6626,7115,13741,10,3341,7312,10663,24404
5dollah.click,0,0,0,0,0,6,9,15,3,0,0,3,18
toot.scott.ee,0,0,0,0,0,0,3,3,0,0,0,0,3
ibh.social,0,0,0,0,0,33,14,47,0,0,1,1,48
gingadon.com,3,0,25,28,0,2,26,28,0,1,9,10,38
social.patchmixolydic.com,0,0,0,0,0,0,2,2,0,0,0,0,2
bifrost.berzerk.pl,0,0,0,0,0,0,1,1,0,0,0,0,1
mstdn.v-elf.com,3,0,9,12,0,0,0,0,0,0,3,3,3
blog.stegemann.de,1,0,0,1,0,0,2,2,0,0,0,0,2
idiots.chat,0,0,0,0,0,1,2,3,0,0,0,0,3
meinmuenster.land,0,0,0,0,0,0,8,8,0,0,0,0,8
mastodon.hidupmanis.studio,0,0,0,0,0,12,1,13,0,0,0,0,13
orbital.horse,0,0,0,0,0,22,43,65,0,0,0,0,65
social.jondev.lol,0,0,0,0,0,16,121,137,0,0,0,0,137
piratenpartei.social,0,0,0,0,0,13,1,14,0,0,1,1,15
bodged.systems,0,0,0,0,0,2,0,2,0,0,0,0,2
mastodon.codingfield.com,0,0,0,0,0,2,3,5,0,29,41,70,75
linguisten.info,0,0,0,0,0,3,4,7,0,0,0,0,7
pl.slash.cl,0,0,0,0,0,2,6,8,0,0,0,0,8
novelskey.tarbin.net,0,0,0,0,0,2,5,7,0,0,0,0,7
goto.fi,0,0,0,0,0,1,0,1,0,0,0,0,1
heretic.li,0,0,0,0,0,1,0,1,0,0,0,0,1
batchats.net,0,0,0,0,0,4,4,8,0,1,3,4,12
shellbytes.me,0,0,0,0,0,1,3,4,0,0,0,0,4
orcacruises.pro,0,0,0,0,0,20,36,56,0,0,0,0,56
toot.io,0,0,1,1,0,372,638,1010,4,14,24,42,1052
k.b1nk.net,0,0,0,0,0,2,3,5,0,0,0,0,5
social.lansky.name,0,0,0,0,0,0,0,0,0,30,43,73,73
social.telemetrydeck.com,0,2,1,3,0,8,334,342,0,1,9,10,352
shakedown.social,39,5,98,142,0,118,338,456,0,19,68,87,543
social.fluxfox.dev,0,0,0,0,0,30,36,66,0,0,1,1,67
barat.fedi-verse.hu,0,0,0,0,1,0,0,1,0,0,0,0,1
xarxa.cloud,17,16,46,79,0,590,1322,1912,2,123,241,366,2278
social.atom42-games.su,0,0,0,0,0,0,2,2,0,0,0,0,2
neverwhe.re,0,0,0,0,0,0,4,4,0,2,2,4,8
thecle.land,0,0,0,0,0,3,5,8,0,0,0,0,8
satzfetzen.de,0,0,0,0,1,0,5,6,0,2,13,15,21
rwn.lol,0,0,0,0,0,9,41,50,0,0,0,0,50
social.mikewells.name,0,0,0,0,0,0,7,7,0,0,0,0,7
mcr.wtf,0,0,0,0,0,81,6,87,2,0,2,4,91
rss-mstdn.studiofreesia.com,0,0,0,0,0,0,0,0,0,1405,960,2365,2365
misskey.greent.jp,0,0,0,0,0,0,1,1,0,0,0,0,1
honk.novalis.org,0,0,0,0,0,1,0,1,0,0,0,0,1
social.immibis.com,0,0,0,0,2,3,16,21,0,0,3,3,24
gts.todayiwilllaunchmyinfantsonintoorbit.com,0,0,0,0,0,1,2,3,0,0,0,0,3
mastodon.bubblesthebunny.com,0,0,0,0,0,47,0,47,0,0,0,0,47
noto.social,0,0,0,0,0,0,1,1,0,3,4,7,8
social.animeprincess.net,0,0,0,0,0,2,2,4,0,0,0,0,4
some.evvk.fi,0,0,0,0,0,22,107,129,0,0,0,0,129
mstdn.in.th,1,0,1,2,0,5,9,14,0,0,1,1,15
toot.renn.es,0,0,0,0,0,2,4,6,0,0,0,0,6
mastodon.roflcopter.fr,0,0,0,0,0,1,30,31,0,0,0,0,31
wandering.shop,87,113,355,555,0,2439,6614,9053,34,2076,3784,5894,14947
social.cutie.team,0,0,0,0,0,1,17,18,0,0,0,0,18
fediverse.keithzg.ca,0,0,0,0,1,0,13,14,0,0,1,1,15
digipres.club,21,7,27,55,0,242,691,933,2,653,1976,2631,3564
dotnet.social,0,4,2,6,0,224,156,380,1,6,7,14,394
social.bim.land,2,0,0,2,0,2,24,26,0,0,5,5,31
mastodon.parleur.net,0,0,0,0,0,19,206,225,0,0,0,0,225
notroot.online,0,0,0,0,0,21,8,29,0,0,0,0,29
comfy.social,0,0,0,0,0,56,63,119,0,0,0,0,119
mastodon.starshipchangeling.net,0,0,0,0,0,2,8,10,0,0,0,0,10
goto.eerie.space,0,0,0,0,0,0,1,1,0,0,0,0,1
the9thcircle.club,0,0,0,0,0,1,0,1,0,0,0,0,1
gts.callwall.xyz,0,0,0,0,0,0,3,3,0,0,0,0,3
social.hendrixgames.com,0,0,0,0,0,0,10,10,1,0,0,1,11
social.sdfeu.org,0,0,0,0,0,22,126,148,0,0,3,3,151
antisocial.existentialdread.com,0,0,0,0,0,0,9,9,1,0,0,1,10
floofy.tech,4,1,48,53,26,237,844,1107,0,33,141,174,1281
social.thoughtfull.systems,0,0,0,0,0,1,0,1,0,0,0,0,1
libretweet.com,0,0,0,0,0,4,5,9,0,0,0,0,9
gts.collective-conciousness.monster,0,0,0,0,0,1,4,5,0,0,0,0,5
endtimebelievers.com,0,0,0,0,0,0,2,2,0,0,0,0,2
feddit.it,0,0,0,0,0,60,30,90,0,0,0,0,90
zzlq.0il.pw,0,0,0,0,0,0,11,11,0,0,0,0,11
m.fru.bar,0,0,0,0,0,10,13,23,0,0,0,0,23
poweredbygay.social,0,0,1,1,0,5,88,93,0,4,11,15,108
langsec.social,0,0,0,0,0,2,0,2,0,0,0,0,2
mastodon.bits-und-baeume.org,0,0,0,0,0,51,56,107,0,3,4,7,114
mastodon.scop.coop,0,0,0,0,0,21,1,22,0,0,0,0,22
mastodon.criticalbasics.xyz,0,0,0,0,0,0,1,1,0,0,0,0,1
theomega.zone,0,0,0,0,0,0,1,1,0,0,0,0,1
open3dlab.social,0,0,0,0,0,6,8,14,0,0,0,0,14
fedi.kevinisageek.org,1,0,0,1,0,9,0,9,0,0,1,1,10
mooskirsch.xyz,1,0,0,1,0,0,0,0,0,0,0,0,0
mouse.photos,0,0,0,0,0,4,11,15,0,0,0,0,15
yearning.gay,0,0,0,0,0,2,28,30,0,0,0,0,30
nautical.social,1,0,0,1,0,0,0,0,0,0,0,0,0
mastd.racing,0,0,0,0,0,14,25,39,0,0,0,0,39
tiflo.social,0,0,0,0,0,1,4,5,0,0,0,0,5
wspanialy.eu,1,0,0,1,5,48,91,144,0,4,9,13,157
dirt.social,0,0,0,0,0,2,2,4,0,0,0,0,4
broadcast.kyou.systems,0,0,0,0,0,0,1,1,0,0,1,1,2
social.greinr.com,0,0,0,0,0,0,1,1,0,0,0,0,1
plaid.boxpleats.com,0,0,0,0,0,0,1,1,0,0,1,1,2
waterford.international,0,0,0,0,0,5,6,11,0,0,0,0,11
friendica.bosio.info,0,0,0,0,0,2,0,2,0,0,0,0,2
rssfeed.media,0,0,0,0,0,0,0,0,3,78,20,101,101
iceshrimp.fynhslittle.space,0,0,0,0,0,18,26,44,0,0,0,0,44
mastohack.com,0,0,0,0,0,0,2,2,0,0,4,4,6
770ml.me,0,0,0,0,0,0,1,1,0,1,1,2,3
mastodon.minionflo.net,0,0,0,0,0,11,0,11,0,0,0,0,11
thatssofetch.pink,0,0,0,0,0,0,11,11,0,0,0,0,11
gts.sharitt.com,0,0,0,0,0,22,122,144,0,0,0,0,144
scorpinc.social,0,0,0,0,0,0,8,8,0,0,2,2,10
base.nospy.net,0,0,0,0,0,4,4,8,1,0,0,1,9
cityofchicago.live,0,0,0,0,0,2,5,7,0,0,0,0,7
social.encryptomatic.com,0,0,0,0,0,0,2,2,0,0,0,0,2
438punk.house,0,0,0,0,0,25,188,213,0,0,0,0,213
social.nah.re,1,0,0,1,0,14,1,15,0,0,1,1,16
social.colectif.de,0,0,0,0,0,10,4,14,0,0,0,0,14
social.snamellit.com,0,0,0,0,1,0,0,1,0,0,1,1,2
apub.abstract.properties,0,0,0,0,1,0,1,2,0,0,0,0,2
mister.computer,0,0,0,0,0,0,16,16,0,0,6,6,22
magiasskey.magialabs.blog,0,0,0,0,0,2,1,3,0,0,0,0,3
mastodo.it,0,0,0,0,0,0,1,1,0,0,0,0,1
mastodon.buntcomm.com,0,0,0,0,0,0,4,4,0,0,0,0,4
